v1,v2
ham,"Here's a quick tip: borrow emergency promos and pay later just by sending a keyword to 3733! Send MBSOS for 15MB, TXTSOS for 10 allnet texts, or COMBOSOS for 2 mins calls and 2 texts to Globe/TM. These promos are all valid for 1 day and P6 (P5 and P1 service fee) will be collected on your next reload."
spam,Hello.. We are an online marketing platform whose offering an Online Homebase Business.. CLICK IF INTERESTED ONLY: http://m.me/263848518851311 Reminder ! This is NOT A JOB HIRING ! But an Online Business to help you earn extra income while at home.
ham,9176780013
ham,"You earned 1% CashBack on your GIGA purchase as GigaPoints!
 Redeem your favorite GIGA promo with your points in the APP! smrt.ph/GigaLifeApp"
ham,THANK YOUUUU <3
ham,Lazada
ham,"Hello valued customer, thank you for your patience. Accessing your GSave CIMB account is taking longer than expected. Rest assured that we are closely working with our partners at CIMB on resolving this as soon as possible. Apologies for the inconvenience. We will provide another update once this is fixed. Be assured that your funds are safe. Thank you!"
ham,AYU 668
ham,"Wala po sorry, pwede pong bukas na lang?"
ham,"Hmmmm, tignan kueeee :0"
ham,"Get your own always-ready credit line by unlocking GCredit! Now, you can always be prepared for unexpected expenses as you’ll never run short on funds! Tap go.gcash.com/gcredit to register. No advisories? Tap go.gcash.com/optout"
ham,Pramis talaga ><
ham,Pero sana wag ka gabihin as fck
ham,Andito kami sa may brunham sa market encounterrrr
spam,"CELINE SAGE P., Casino gaming redefined WP! Register now and claim your 100% WELCOME BONUS! up to Php. 5,000! Sign up now wfifacup.com/7777FIFA"
ham,The package 8323-6209-BSKV from Karl Estabaya was successfully picked up. Need help? customercare@gogoxpress.com
ham,"Your payment of P249.00 to Riot Games has been successfully processed on 03-01-22 10:51:12 PM.
 Ref. No. 333998811"
ham,Your Shareable Data will expire in 60 minutes. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,Saan sila sa asin po?
ham,"You have sent PHP 350.00 of GCash to MARY JANE ENANO 09361715440 on 01-12-2022 10:51 AM. Your new
 balance is PHP 4348.13. Ref. No. 5003215579713"
ham,Your Buy Load transaction has failed. We've returned P99.00 to your account. Your new balance is P2199.28 08-21- 22 02:13 PM. Ref. No. 337356969
ham,Hi there! You might have experienced difficulties accessing your GSave account by CIMB. Apologies for this
ham,"Get P50 Google Play Store/Apple App Store, SHEIN & Spotify vouchers in A+ Rewards for only P1! Tap the promo card in the GCash app to avail the vouchers."
ham,Telegram code: 32989 You can also tap on this link to log in: https://t.me/login/32989 oLeq9AcOZkT
spam,"NAME. So many ways to Play @SBET! REFER & EARN P400 for you and a friend! sbetdito,com"
spam,"DERRYL NESSIE G. Happy Weekend! Register to Play at W+, you can get 8888 free bonus! w42u.com/8888BONUS WrrC642."
ham,Dto po aq sa kanto
ham,"Hi! As of 2022-09-25, 00:13:23, the
 remaining MB on your active promos are: DATA: 4.83GB (until 2022-09-26, 23:32:54) GoSURF Free WiFi: 1GB (until 2022-09-26, 23:32:54) For
 complete tracking of all your promos, go to the GlobeOne App at bit.ly/globeone"
ham,Hellouuuuu nasa assumption ba kayo ngayon? Punta ba ako dyan bago kayo umuwi? :0
ham,"You have received PHP 135.00 of GCash from MA****A M** B.
 09054591407 w/ MSG: yel taxi to play. Your new balance is PHP 1105.00. Ref. No. 4007087941841."
ham,"You have been successfully loaded GOALLNET30 P30.00. Trace No: 423393519 04/06/2021 09:52AM. More
 Globe/TM txt promos? INFO to 8080 4 free"
ham,Your SURF100MB subscription has expired. The regular browsing rate will now apply unless registered to a promo. Register again to a surf promo to enjoy consumable mobile internet for surfing and more via the Globe Rewards App at http://glbe.co/GRewardsApp .
ham,Mauna na ako umuwi ><
ham,Wag mo daw kalimutan damit mo AHAHA XD tas text mo daw if papasundo ka sa town 0.0
ham,You don't have enough balance to complete your payment of P129.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,"To check your balance and get the latest GIGA promos, dial *123# or it's SIMPLER with the NEW GigaLife App! http://onelink.to/GigaLifeApp"
ham,Sigi garud ><
ham,"Hi! As of 10/16/22 11:42, you still have 11.65MB left on your mobile internet promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days. Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,"Your payment of P530.86 to Chowking has been successfully processed on 01-10-22 11:10:43 AM. Ref. No.
 193797256"
ham,Ok tex mo ko pag malapit ka na
ham,"Good am, ading pasensya na ha may emergency ako today. Open ako bukas. Tnx ulit"
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 091387 for Fund Transfer amounting to PHP500.00. Ref No: 27D8"
ham,"Your package P6402H1WBAAB is out for delivery. Please prepare COD payment of 700 PHP, your rider is 09060759198. THANK YOU!"
ham,Two-Step Authentication was just configured for your Twitch account. Install Authy at https://www.authy.com/install to get your security codes
ham,"You have paid P50.00 of GCash to purchase Go50 for Students for 09568301222 on 10-23-22 12:20 PM.
 Your GCash balance is P10.03. Ref. No. 329619713."
ham,"Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 522189. For your account security, do not share this code with anyone."
ham,"You've received 5% Balik Bayad voucher PHP 2.5 for buying prepaid load using PayMaya! To redeem, jut go to the 'Vouchers' section of your PayMaya app and click 'Claim' before it expires. Want more cashback? Visit https://www.paymaya.com/deals to learn more"
ham,"Having some trouble with your Netflix payment. We'll try again, but you may want to update your payment: netflix.com/payment"
ham,Tnx ading. Ilista ba kta para bukas
ham,"Balance Inquiry via SMS will end soon. To check your latest balance, dial *123# and choose Balance/Services. It's FREE and as EASY as 1-2-3!"
ham,"A party is coming, and you're invited! Get 30% OFF when you shop at the Lazada 9 Birthday Sale this March 27! Use the code PAYMAYALAZPARTY at checkout and pay with your PayMaya virtual or physical card. Visit lzd.co/PAYMAYALAZPARTY for more details. Basta Lazada, don't pay cash. PayMaya! FreeInfoMsg"
ham,"Extended to March 31, 2022! Get up to 30% interest rebates on your loan.
 T&Cs apply bit.ly/3bcbgpc No SMS? Text STOP<space><Last 4 digits of acct num> to 09191611291"
ham,576237 is your OTP. Please enter this to confirm your CIMB Bank GSave account transaction.
ham,Okayy. D2 na ako lakandula.
ham,"#GigaDays is still on this MONTH! Load, earn GigaPoints & get DISCOUNTED rewards this 19th-22nd! Like surprises? Visit smrt.ph/GigaLifeApp at 9:19am!"
ham,"You have earned 1 point/s. Your total rewards point/s as of today is 13.8.
 Points earned in 2022 are only valid for redemption until 03/31/2023. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem using your points."
spam,"EARN AT THE COMFORT OF YOUR OWN HOME 

CLICK THE LINK IF INTERESTED ONLY:


m.me/JConlinethreands09

USING YOUR FB ACCOUNT/MUST HAVE ANDROID IOS/INTERNET/DATA."
ham,Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,"Ok na yung van na sasakyan nyo pauwi. Sabi ko sunduin kayo dyan sa San juan ng 5pm. 3,500 ang rate. Eto # ni manong macmac (0905) 311 9859.
 Bahala na kayo makipag usap kung pano nya kayo susunduin."
ham,"You've used up your mobile internet from your promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days.
 Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,Anticipate delivery of your package today. Prepare 94.00 payment. Click this https://q4w75.app.goo.gl/BpZdXk for authorized person if you are not around.
ham,"Ka-24k Rewards member, 50% off ang txn fees mo sa next na Domestic Pera Padala. Punta na sa nearest branch.
 Until May 31 only! DTI FTEB-139007, Series of 2022."
ham,May payong ka bang dala
ham,"You have paid P50.00 of GCash to purchase Go50 for Students for 09568301222 on 03-16-21 04:05 PM.
 Your GCash balance is P3260.50. Ref. No. 317134509."
ham,Thank you for purchasing Steam 250 from GCash. Your PIN is LEZ7J- 44K39-DG8V5. Serial # is 1776283916
ham,You have a total of 13 Globe Rewards point/s that will expire on 04/01/2022. Download the Globe Rewards app via http://glbe.co/GRewardsApp to know the list of offers you can redeem and partner stores where you can use your points as cash.
spam,"Your employment CV sent to the POEA has been approved, Click for Details:  https://tinyurl.com/nff49kez  and you can get 3865/day."
ham,"Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 368108. For your account security, do not share this code with anyone."
ham,Okay lang neng. Thank u
spam,"DAVYNE NIOORE G., Refer a friend and get 400 for both of you and be part of W+ raffle draw at wplus777.(com)"
ham,Your Unli Allnet Texts will expire in 60 minutes. Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,"930202 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,Hi po J&T delivery po with tracking no 820019474702
ham,"Get onboard for #GlobeMovieMadness with Globe Prepaid's GoDEAL promo featuring Marvel Studios' Thor: Love and Thunder! Just register to any Go+ promo from July 1 to 13, 2022 for a chance to win SM Cinema movie passes or Marvel Studios' Thor: Love and Thunder premium items. Access the GlobeOne app at https://glbe.co/NewGlobeONE and register to Go+ now! Per DTI Fair Trade Permit No. FTEB-146422 series of 2022. No advisories? Text OFF to 2686 for free."
ham,"Never run out of data. Always check your load balance and subscriptions with just a tap on the GigaLife App! Tap ""Check Usage"" on smrt.ph/GigaLifeApp NOW!"
ham,"You have been successfully loaded Go50 for Students P50.00. Trace No. 1168091541 09/23/2022 18:14:10.787.
 More Globe/TM txt promos? INFO to 8080 4 free"
ham,"GigaLife is turning 1 & we're celebrating with everyone! Watch out for a SURPRISE on 9.19 GIGADAY!
 Make sure to download GigaLife now! smrt.ph/GigaLifeApp"
ham,"Hi! As of 12/10/22 17:30, you still have 496.46MB left on your mobile internet promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days. Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,"The OTP is 897374, for online purchase at STREAK.COM using your card ending in 3760. DON'T SHARE OTP W/ ANYONE. Call 8405-7000 for
 any concern."
ham,"To get extra data even without load, just text MBSOS to 3733! With MBSOS, you can borrow 15MB data, valid for 1 day, for just P6. You can also get this by dialing *143# and choosing LOANS. Payment for this promo will be collected on your next reload."
ham,Congratulations! Your load transaction with Ref. No. 303622563 earned a scratch card entry! Click this link https://www.Load2Win.com and get a chance to win up to 100% your purchase! Keep buying load to earn more entries!
ham,"Your payment of P33.19 to VALVE CORPORATION has been successfully processed on 03-19-22 04:17:53 PM.
 Ref. No. 548991866"
spam,"CELINE SAGE P. Win up to one million PESO by playing JILI & FACAI SLOT GAME on Philippine stable servers!
Just register first and play here at SBET and earn more m�ney plus win"
ham,2/2 to an international number. You may report suspicious calls or messages. Just call *888 for free using your SMART number. Thank you and take care!
ham,"You have received PHP 10.00 of GCash from CE***E SA*E P.
 09397865922 w/ MSG: . Your new balance is PHP 915.00. Ref. No. 0007097701188."
ham,Cge po punta na ako jan
ham,"Awesome! You can now enjoy 100 MB FB EVERY DAY + 300 MB + 30 Trinet
 Mins + Unli Allnet Texts for 2 days with AOS 30."
ham,"Get started on Maya by cashing in at least ₱100 and get a FREE ₱20 voucher. Hurry, offer is valid until July 31 only!"
ham,Ateeeee busy kayo? Hehe XD
ham,Download the Globe Rewards app via http://glbe.co/GRewardsApp to know the list of items you can redeem and partner stores where you can use your points as cash.
spam,"Kaibigan, mag rehistro at maglaro ng libre, bakit hindi subukan, isang pindot para sumali! http://ek51rj.com"
ham,"KUMITA HABANG NASA BAHAY LANG BE AN ONLINERS, LIKE US! CLICK LINK BELOW:
 m.me/NewHope4Dreamers2021"
ham,DIOOREEEE
ham,Ok
ham,Pauwi ka na ba
ham,"You have been successfully loaded GOSURF50 P50.00. Trace No: 197996117 04/11/2022 07:49AM. More
 Globe/TM txt promos? INFO to 8080 4 free"
spam,"SOLAR STREET LIGHTS ON SALE !!!

CLICK FOR PRICE/BUY --->  https://invol.co/clababv

Shop Now: (NEW ITEM 66% OFF SALE)
BUY 2 TAKE 2 TODAY ONLY!!!

PAKI-CLICK ANG LINK SA TAAS PARA MAKITA ANG PRESYO AT PICTURES.

LED SUPER BRIGHT
IWAS MAGNANAKAW SA GABI
USABLE 6-8 HOURS IF FULL CHARGE

PLEASE DO NOT CLICK IF NOT INTERESTED. 
THANK YOU!"
ham,"Awesome! You can now enjoy 2 GB SHAREABLE DATA FOR ALL SITES
 for 3 days with ALL DATA 50."
ham,Telegram code: 21035 You can also tap on this link to log in: https://t.me/login/21035 oLeq9AcOZkT
ham,"Coach J Yogawin is Inviting You! Isn't it great to CATCH UP and JOURNEY together in TRANSFORMing your THEMES to STRENGTHS and ACHIEVE your GOALS? THIS IS IT!
 JOIN us in the DYS Alumni Huddle on FEBRUARY 13, SUNDAY at 6PM -
 7:30PM (Philippine Time) via Zoom! This huddle is exclusive for Discover Your Strengths (DYS) Graduates. Don't miss it and spread the word!
 REGISTER HERE for FREE: bit.ly/DYSALUMNI021322 SEE YOU
 THERE! -Coach J Team | LifeWorks"
ham,"PayMaya is now Maya! Update your Maya app to unlock new features such as savings, credit, crypto and more."
ham,"You have sent P9150.00 of GCash on 2021-Apr-08 09:36:17 AM to BDO
 Unibank, Inc. account ending in 1903. Convenience fee for this transaction is P15.00. Your new balance is P661.44 with GCash Ref. No. 5001130347486 & InstaPay Trace No. 760954. Thank you for using GCash!"
